index,review_title,review_text,review_rating,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
2148,Superb,Great buy,5.0,0.0,0.196,0.804,0.6249,0.007177231,0.0804677,0.9123551
2149,Nice!,Built & Screen Quality,5.0,0.0,1.0,0.0,0.0,0.16264634,0.6718241,0.16552952
2150,iPhone,"So far it’s a good phone , satisfying",5.0,0.0,0.394,0.606,0.7322,0.0017812611,0.01673423,0.98148453
2151,Exalant,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2152,Don't buy,Using after 10 days did not swiched on even charge the phone and amazon return policy very bad....,1.0,0.0,0.909,0.091,0.1779,0.9086374,0.08312405,0.008238571
2153,Apple at its best,Pros:,5.0,0.0,1.0,0.0,0.0,0.024866028,0.4393099,0.5358241
2154,Face id not working properly,Amazon is selling defective products. Face id not working properly. It unlock with multiple faces.,1.0,0.165,0.739,0.097,-0.296,0.93984795,0.05567662,0.0044755265
2155,👍,Very good phone. Battery works for near about 10hr +,5.0,0.0,0.715,0.285,0.4927,0.0015706851,0.018442113,0.9799872
2156,Dual Sim Card with E sim,It's having a dual sim,5.0,0.0,1.0,0.0,0.0,0.065717556,0.8076953,0.12658714
2157,Super xr,It’s not supported finger print but face lock is best for other face lock options,5.0,0.073,0.641,0.286,0.7445,0.12627493,0.620496,0.25322905
2158,Best choice,Simply awesome. Battery life is simply amazing. Camera quality is upto it’s best.,5.0,0.0,0.452,0.548,0.9201,0.0026937665,0.014265042,0.98304117
2159,Excellent,All good,5.0,0.0,0.256,0.744,0.4404,0.015853118,0.16814888,0.815998
2160,Ejdnahd,Nehdjsbd,5.0,0.0,1.0,0.0,0.0,0.2341113,0.61460865,0.15128013
2161,Got good one,Exellent,5.0,0.0,1.0,0.0,0.0,0.15321922,0.60037535,0.24640545
2162,Not bad,Face recognition best,3.0,0.0,0.323,0.677,0.6369,0.016038902,0.33217448,0.6517866
2163,Good,Perfect,5.0,0.0,0.0,1.0,0.5719,0.045410696,0.30522612,0.64936316
2164,iPhone XR an excellent clean phone from Apple,Excellent Phone from Apple. Bought in a good deal.,5.0,0.0,0.476,0.524,0.765,0.0018608882,0.016437203,0.98170185
2165,Waaawww,Good one,5.0,0.0,0.256,0.744,0.4404,0.012951461,0.15046921,0.8365794
2166,Happiest thing.. Got the original product,Overcoming the fact that iphones battery is low.. Battery is incredible,5.0,0.0,1.0,0.0,0.0,0.0066572092,0.050355043,0.9429878
2167,Nice phone...,Nice product,5.0,0.0,0.263,0.737,0.4215,0.010233998,0.096474744,0.8932913
2168,Best in class,Suits the apple lover,5.0,0.0,0.441,0.559,0.5859,0.508414,0.45527214,0.036313888
2169,Red has gorgeous look,"This is first iPhone i have ever used, super quality & battery life is Amazing.Camera quality is also good.",5.0,0.0,0.688,0.312,0.7783,0.0019544582,0.015405931,0.9826397
2170,Heat,It’s getting heat if we use phone for long time and I need water proof test video link from apple,4.0,0.0,1.0,0.0,0.0,0.4111887,0.51807636,0.07073495
2171,Excellent,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
2172,Soo good,Sooo good,5.0,0.0,0.256,0.744,0.4404,0.0030974085,0.017743424,0.9791591
2173,Happy iPhone,Camera quality is good,5.0,0.0,0.508,0.492,0.4404,0.0057774684,0.100532115,0.8936904
2174,Good product,"Good product, battery life is good right now in the initial period",4.0,0.0,0.633,0.367,0.7003,0.0015970636,0.024685564,0.97371733
2175,Super,Nice,5.0,0.0,0.0,1.0,0.4215,0.066038154,0.35445276,0.5795091
2176,👍,👍,5.0,0.0,0.0,0.0,0.0,0.029270912,0.38502246,0.5857066
2177,iPhone XR first time,I am having an issue of low voice for incoming call,3.0,0.189,0.811,0.0,-0.2732,0.8152577,0.17708814,0.0076540657
2178,Iphone xr is good product of amazon in,It Is good product of iphone,5.0,0.0,0.633,0.367,0.4404,0.0021346875,0.048347205,0.94951814
2179,Good product,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
2180,Excellent one from apple,Best battery life on a iphone,5.0,0.0,0.488,0.512,0.6369,0.001814159,0.03713469,0.96105117
2181,Value for money,Battery easily lasts one day.,5.0,0.0,0.625,0.375,0.34,0.06304975,0.6986407,0.23830959
2182,Great,Worth every penny spent,5.0,0.0,0.612,0.388,0.2263,0.027463958,0.48050216,0.4920339
2183,awesome product,Felt happy giving this phone as a gift for my wife....awesome experience,5.0,0.0,0.471,0.529,0.8402,0.0013023806,0.009018042,0.9896796
2184,Nice buy at a decent price.,"The battery life is descent , picture quality excellent.Display is good.",5.0,0.0,0.756,0.244,0.4404,0.003687918,0.04302015,0.95329195
2185,Performance,You cant finf a little bit of lag.,4.0,0.263,0.737,0.0,-0.2815,0.4822717,0.48331687,0.034411408
2186,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2187,Good,One of the best . Somewhere you will miss the fingerprint sensor. Rest all fine.,5.0,0.086,0.591,0.323,0.6597,0.02781243,0.20176293,0.77042466
2188,My first Iphone and I feel 100% Wow,Face detection is so good.,5.0,0.0,0.517,0.483,0.5777,0.0029219945,0.018914118,0.97816384
2189,Wow,Excellent phone,5.0,0.0,0.213,0.787,0.5719,0.008036703,0.10214289,0.8898204
2190,Nice,Amazing product,5.0,0.0,0.208,0.792,0.5859,0.006535749,0.06674105,0.92672324
2191,good,good,5.0,0.0,0.0,1.0,0.4404,0.05742836,0.27954647,0.6630252
2192,I phone 🙏🏻,I phone is an IPhone no secondly thoughts.,5.0,0.268,0.732,0.0,-0.296,0.049005795,0.621412,0.32958224
2193,It's Fantastic but it's Iphone.,Its Fantastic.,5.0,0.0,0.217,0.783,0.5574,0.008916258,0.0774069,0.91367686
2194,Economic model,Best in the budget.,5.0,0.0,0.417,0.583,0.6369,0.032567013,0.54594606,0.4214869
2195,Awesome,Just enjoy the iPhone with dual sim,5.0,0.0,0.652,0.348,0.4939,0.007283882,0.083264455,0.9094517
2196,Best,Just superb,5.0,0.0,0.196,0.804,0.6249,0.02085864,0.19354339,0.785598
2197,IPHONE XR 128 GB,Nice recommended to everyone Sir also must buy for Business users,5.0,0.0,0.662,0.338,0.5574,0.005287899,0.094909765,0.8998023
2198,Great phone,Awesome batt n I jus soaid for it logo,4.0,0.0,0.594,0.406,0.6249,0.005769864,0.06010023,0.9341299
2199,Just buy it,Very high quality,5.0,0.0,1.0,0.0,0.0,0.01485493,0.2120747,0.77307034
2200,On fast on time delivery,Amazon always fast to deliver products compare to others for me,5.0,0.0,0.855,0.145,0.1779,0.007686813,0.07530984,0.91700333
2201,Problem in adapter.,My adapter isn’t working properly from now and I want to return/ replace it as soon as possible.,4.0,0.0,0.925,0.075,0.0772,0.9214672,0.07296641,0.0055664005
2202,Nice product,The product is good. I know it has LCD but it is still worth it.,4.0,0.0,0.736,0.264,0.5106,0.005396417,0.054587364,0.9400162
2203,Not good,Camera is good,5.0,0.0,0.408,0.592,0.4404,0.003811832,0.058183283,0.9380049
2204,hate apple,bakwass mobile,1.0,0.0,1.0,0.0,0.0,0.17815506,0.67572623,0.14611876
2205,Good,Its very smooth and also camera is awesome i am enjoying lott with this,5.0,0.0,0.595,0.405,0.8176,0.001551952,0.008202102,0.99024594
2206,Osm,I love this iPhone... no need for iPhone 11 just go for xr... will be worth it.,4.0,0.103,0.61,0.286,0.5994,0.0015502756,0.007854594,0.9905951
2207,Excellent,Awesome phone to use slightly heavy but very good battery life and performance.,5.0,0.0,0.617,0.383,0.7808,0.003715619,0.029702121,0.9665823
2208,First time using i phone,"Awesome mobile, battery back superb, pacakage comes with 1A charger which get 5hr to full charge",5.0,0.0,0.631,0.369,0.8481,0.0018878877,0.026895357,0.97121674
2209,iPhone XR,"Amazing Phone, the battery life of this phone is simply amazing",5.0,0.0,0.542,0.458,0.8225,0.0021254253,0.009063989,0.98881054
2210,Best phone,The best decision I have ever made. This phone is the best model in the world for 2019.,5.0,0.0,0.641,0.359,0.8555,0.0012884106,0.0067764833,0.99193513
2211,very good,verry good,5.0,0.0,0.256,0.744,0.4404,0.026035933,0.2298385,0.7441256
2212,Worth it...,"Superb performance, cant expect anything more 👍",5.0,0.0,0.549,0.451,0.6249,0.009359458,0.029341996,0.9612985
2213,face lock is veryy bad,value of money,4.0,0.0,0.455,0.545,0.34,0.23073214,0.61773324,0.15153462
2214,Iphone xr,Product damage,1.0,0.762,0.238,0.0,-0.4939,0.5636651,0.40280202,0.033532903
2215,My first iPhone,Totally satisfied with my new iphone as im the first time iphone user. I feel totally happy with my purchase,5.0,0.0,0.706,0.294,0.7956,0.0012433545,0.0071828407,0.99157375
2216,Awsome,Worth buying👍🏻,1.0,0.0,0.345,0.655,0.2263,0.005277712,0.18025114,0.8144711
2217,Awesome iPhone!,Great product at an amazing price!,5.0,0.0,0.328,0.672,0.8478,0.0025579052,0.018291868,0.97915024
2218,Dream phone,I loved it,5.0,0.0,0.204,0.796,0.5994,0.0065784184,0.02146132,0.97196025
2219,Fantastic phone,Awesome phone.... great camera and lovely battery life.,5.0,0.0,0.294,0.706,0.9186,0.0021421914,0.010439327,0.98741853
2220,iphone xr,good phone but using in two sim one i phone i great use,4.0,0.0,0.542,0.458,0.8225,0.006297245,0.07387109,0.91983163
2221,Great product,Bring an Apple fan it’s the best product in this range.,5.0,0.0,0.581,0.419,0.7579,0.0016378772,0.020222465,0.9781397
2222,Cellphone stop to work,"Today, after 2 months, my phone stop to work. The cellphone turned off and never turn on again.",1.0,0.121,0.879,0.0,-0.296,0.65594614,0.3001353,0.043918565
2223,Ultimate,"Its really nice model from apple. Liked it very much nice battery life, camera and sound super.",5.0,0.0,0.502,0.498,0.9167,0.0017576016,0.010700867,0.9875415
2224,XR, Osm look and gd camera quality🤩 loved iphone XR🔥,5.0,0.0,0.672,0.328,0.5994,0.0013316578,0.0090741515,0.9895942
2225,Loving everything of it,Great product,5.0,0.0,0.196,0.804,0.6249,0.006728294,0.062391054,0.93088067
2226,Very excellent phone,Face recognition good,5.0,0.0,0.408,0.592,0.4404,0.0039567146,0.12118805,0.8748552
2227,5 star,excellant,5.0,0.0,1.0,0.0,0.0,0.03279455,0.3783383,0.5888671
2228,Amazing Phone,Amazing product. Best quality smartphone for the price .,5.0,0.0,0.429,0.571,0.8402,0.0021540865,0.023202373,0.9746436
2229,Value for money,Beautiful mobile m in love with I phone xr,5.0,0.0,0.382,0.618,0.8442,0.0015463311,0.012092509,0.98636115
2230,Incredible Beast,One of the best investment.,5.0,0.0,0.488,0.512,0.6369,0.0034477056,0.0574729,0.93907934
2231,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2232,quality of smooth for working,iphone in not available fingerprint ?  i like camera,4.0,0.26,0.74,0.0,-0.2755,0.16625232,0.4590513,0.3746964
2233,really amazing iphone ever,Iphone XR IS really a amazing and wonderful phone ever. it camera quality is it's blackbuster.,5.0,0.0,0.617,0.383,0.8425,0.001488354,0.0075609917,0.9909506
2234,Awesome,Product is awesome...  My first apple product..,5.0,0.0,1.0,0.0,0.0,0.001686973,0.00809383,0.9902192
2235,Good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2236,Best In class,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2237,It’s too bulky,Not up to the expectation,4.0,0.0,1.0,0.0,0.0,0.72271943,0.26138568,0.015894877
2238,Good phone for a reasonable price !!!,"The colour is good, the battery is also good and last for for more than a day in moderate use.",5.0,0.0,0.746,0.254,0.7003,0.0011771726,0.025299931,0.97352284
2239,Satisfied,Best iphone so far with good camera.... finally i am satisfied with iphone camera☺️👍must buy product,5.0,0.0,0.541,0.459,0.8797,0.0020093617,0.013667022,0.9843237
2240,Wowwww,Wowww,5.0,0.0,1.0,0.0,0.0,0.041884217,0.40487465,0.5532412
2241,best performance,worth buying,5.0,0.0,0.345,0.655,0.2263,0.047121454,0.57037437,0.38250422
2242,Best Apple product within price range,"Amazing user experience, as long as you’re vested in it as a user too",5.0,0.0,0.671,0.329,0.6597,0.0055106534,0.07008876,0.92440057
2243,Superb,"Nice fone. Perfect in all aspects, only takes alot of time to charge.",5.0,0.0,0.629,0.371,0.7579,0.008161593,0.04449569,0.9473427
2244,Frequent call drop and call failed. Wast of money,Frequent call drop and call failed and no exchange and no replacement.damaged product delivered by amazon,1.0,0.436,0.489,0.076,-0.7964,0.91522866,0.07896554,0.005805745
2245,Its a nice phone.,Battery is not too good..some problems or difficulties are arriving while installing new apps.,4.0,0.134,0.729,0.137,0.015,0.8995926,0.09125221,0.009155272
2246,Great,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2247,Received iPhone with good product. Quality of the camera is too good.,iPhone XR is good with reasonable offer price.,5.0,0.0,0.707,0.293,0.4404,0.0015006698,0.027325587,0.9711737
2248,Value for money,Good product good camera and good battery life,5.0,0.0,0.365,0.635,0.8271,0.0032455516,0.03967036,0.9570841
2249,iPhone XR review,Not bad. Pretty decent camera and battery life,4.0,0.229,0.523,0.248,0.0572,0.0047492194,0.036943294,0.9583075
2250,Very Usefull,Value of money  ..its exilent😎😎😎😎😎,5.0,0.0,0.625,0.375,0.34,0.010721427,0.16941231,0.81986624
2251,Failure product,Your product is defective and your commitment is third class and customer service is hopeless,1.0,0.288,0.585,0.127,-0.5106,0.97856414,0.019561253,0.0018746717
2252,iphone XR red,Awesome Performance,5.0,0.0,0.196,0.804,0.6249,0.005440335,0.052579805,0.9419799
2253,Good phone,"Great battery,good camera and outstanding performance",5.0,0.0,0.331,0.669,0.8442,0.0034305546,0.0376156,0.95895386
2254,Great,Amazing phone outstanding camera beast in performance,5.0,0.0,0.391,0.609,0.8316,0.0039570713,0.033658497,0.96238446
2255,Damage Product Received,Again damage product received. Kindly get it replaced. Received on 29.10.2019. Thanks,1.0,0.175,0.492,0.333,0.4404,0.5330347,0.42818937,0.038775887
2256,Nyc products,Almost good,4.0,0.0,0.277,0.723,0.3832,0.008601349,0.14381406,0.84758466
2257,JUST AMAZING !!  AMAZON,JUST AMZINY!!,5.0,0.0,1.0,0.0,0.0,0.05225232,0.31503356,0.6327141
2258,nice finishing,awesome phone,5.0,0.0,0.196,0.804,0.6249,0.0068916143,0.061148595,0.93195975
2259,Awesome phone...,Awesome phone...excellent battery backup.,4.0,0.0,0.423,0.577,0.6249,0.0025496497,0.015548644,0.9819017
2260,very good,very good,5.0,0.0,0.238,0.762,0.4927,0.006082683,0.04570615,0.9482112
2261,Amazing,Fingerprint not available,5.0,0.0,1.0,0.0,0.0,0.6657525,0.32305488,0.011192678
2262,Better than androids anytime,Better than androids anytime. Don’t hate me as i was android user from past 8 years.,5.0,0.199,0.645,0.156,-0.2023,0.10977095,0.3374938,0.55273527
2263,Value for money,Just go ahead if you are on a budget.Best phone out there if you are looking for I0s,5.0,0.0,1.0,0.0,0.0,0.0027917537,0.06859346,0.92861474
2264,Just go for it,Excellent user experience is damn good,5.0,0.22,0.244,0.537,0.5994,0.016959367,0.06626832,0.9167723
2265,Feeling happy,Awesome phone bought it for amazing deal,5.0,0.0,0.388,0.612,0.836,0.0021366698,0.012552183,0.98531115
2266,Great product,Amazing battery life and screen output,5.0,0.0,0.568,0.432,0.5859,0.006522798,0.092709385,0.90076786
2267,Loved it IPhone XR!!!,"Love this phone!!! Upgrading from iPhone 6 ; only reason battery life, works butter smooth..",5.0,0.0,0.703,0.297,0.7249,0.0017274836,0.009664431,0.9886081
2268,Decent phone.,Very good phone. Camera quality is nice. But front glass is not so good it scratches easily.,4.0,0.0,0.533,0.467,0.8856,0.23873231,0.31718,0.44408774
2269,Good but not delighting one,It’s good phone but didn’t make me delighted anyway.,4.0,0.0,0.522,0.478,0.7506,0.3885948,0.4189829,0.1924223
2270,Good mobile,"Even though display is 720p ,clarity is good but price can be reduced",4.0,0.0,0.743,0.257,0.4215,0.018344963,0.19161335,0.7900417
2271,Value for money,Awesome phone at such a price....got it under 44k during amazon great indian festival,4.0,0.0,0.407,0.593,0.9201,0.0016334811,0.012199924,0.9861666
2272,Excellent camera,Excellent camera. Great experience. You can’t go wrong with IPhone.,5.0,0.173,0.391,0.436,0.6908,0.0027238913,0.020790964,0.97648513
2273,XR rockzzz,"Its really awesome,best price ever ❤️No more reviews needed bcz its apple😍",5.0,0.0,1.0,0.0,0.0,0.0022666352,0.006774429,0.9909589
2274,Iphone xr a better phone apple ever made,Awesome phone.... worth buying,5.0,0.0,0.25,0.75,0.7184,0.002338726,0.016620975,0.9810403
2275,It’s a good product,Let me use,4.0,0.0,1.0,0.0,0.0,0.16712824,0.6760842,0.15678753
2276,Good phone,Very good phone with good battery life and A12 bionic chip.,5.0,0.0,0.585,0.415,0.7496,0.0017864028,0.021637464,0.9765761
2277,Wrong color,Well I order a black color but it comes out to be a red one,1.0,0.0,0.876,0.124,0.1406,0.28818178,0.6776145,0.034203712
2278,Best phone under 45K,Face ID is bit slow sometimes.,5.0,0.0,1.0,0.0,0.0,0.67856884,0.30704567,0.014385461
2279,Product ginuon but sensor problem & charging slowly,Battery life not good charging very slowly,5.0,0.286,0.714,0.0,-0.3412,0.95576566,0.0402292,0.0040050796
2280,Damaged product,The front. Speaker is. Not. Working.. the. Very. First. Day please don't. Buy. From. Amazon,1.0,0.089,0.761,0.15,0.2607,0.87906253,0.108408704,0.012528772
2281,Coral colour is good,Coral colour is good and overall mobile is good but I personally missed fingerprint scanner,5.0,0.158,0.621,0.22,0.0258,0.062342033,0.20120353,0.7364544
2282,I am not disappointed 👍🏻,Battery life is good. Bionic chip is super fast. Face recognition in low light is very fast,5.0,0.092,0.611,0.297,0.6908,0.0022239485,0.035410386,0.9623657
2283,iphone xr,This is awesome device in this price range.,5.0,0.0,0.631,0.369,0.6249,0.0019108122,0.0145173045,0.9835719
2284,Ausom experience with iPhone,Fingerprints reader would be another useful feature,4.0,0.0,0.674,0.326,0.4404,0.006947961,0.26882762,0.72422445
2285,Worth to buy,"I brought it in 39,000. I think worth to buy in this price  . Very good camera.",5.0,0.0,0.702,0.298,0.624,0.003533708,0.051434312,0.94503194
2286,Good one,Excellent product,5.0,0.0,0.213,0.787,0.5719,0.017857654,0.15409245,0.82804996
2287,Apple is loosing credibility due to XR.,"battery is very poor, camera quality is dull.",3.0,0.504,0.496,0.0,-0.7264,0.9662575,0.030626137,0.0031163357
2288,Great buy at 42k!!!!,Camera : 5/5,5.0,0.0,1.0,0.0,0.0,0.20021386,0.727624,0.07216222
2289,Average phone,Ok ok phone,5.0,0.0,0.185,0.815,0.5267,0.021852223,0.3978137,0.58033407
2290,Nice phone,Nice phone.,5.0,0.0,0.263,0.737,0.4215,0.005357218,0.046477966,0.9481649
2291,Mic quality is so worst,Mic quality is so worst,3.0,0.567,0.433,0.0,-0.7384,0.97084045,0.02593136,0.0032281727
2292,Apple 🍎 is apple,Awsome phone,4.0,0.0,1.0,0.0,0.0,0.6633156,0.3050949,0.031589534
2293,Good,It’s very good .. camera quality is good ... outlook is good.. screen size is apt.,4.0,0.0,0.687,0.313,0.7496,0.0017806264,0.01687582,0.98134357
2294,Good,Good,4.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2295,Great Phone,Awesome .. Worth buying,5.0,0.0,0.25,0.75,0.7184,0.0039142687,0.04151479,0.95457095
2296,Great buy with extra discounts available.,Best iPhone I ever purchased online.,5.0,0.0,0.488,0.512,0.6369,0.0018398548,0.02839996,0.9697602
2297,Great,Great performance and camera quality,5.0,0.0,0.494,0.506,0.6249,0.0102047585,0.0877439,0.90205127
2298,iPhone,Good product 👌👍,5.0,0.0,0.408,0.592,0.4404,0.0030449128,0.040109605,0.9568455
2299,Poor battery life,Disappointed with battery life of the phone,4.0,0.341,0.659,0.0,-0.4767,0.9462032,0.049920164,0.0038765494
2300,Heartly saying that XR be the good one among earlier ones.😍,One of the good phones in Apple and such a good battery. Really a nice product from apple.,5.0,0.0,0.594,0.406,0.8357,0.0015583592,0.009094612,0.989347
2301,Great Phone,Great phone,5.0,0.0,0.196,0.804,0.6249,0.004362121,0.043653104,0.95198476
2302,Invoice copy not issued,All are good . Then my purchase invoice copy not received. So kindly provide my documents.,5.0,0.152,0.694,0.155,0.0142,0.16688749,0.5120623,0.32105014
2303,Loved it!!,Awesome phone.. camera quality is very good. Best phone. Worth it!!,5.0,0.0,0.329,0.671,0.9355,0.0017322918,0.006784014,0.9914836
2304,Exalant phone,Exalant phone ....,5.0,0.0,1.0,0.0,0.0,0.20189649,0.7203902,0.07771333
2305,Great,Great,5.0,0.0,0.0,1.0,0.6249,0.033833213,0.26710737,0.6990594
2306,Awesome mobile,Awesome mobile for best price,5.0,0.0,0.265,0.735,0.8519,0.00278836,0.027983306,0.9692283
2307,"Excellent service, delivered right on time.",I like the camera of this mobile. The photos in portrait mode are no less than DSLR camera.,5.0,0.112,0.761,0.127,0.0772,0.0038904415,0.05265464,0.943455
2308,Battery,Best for battery back up,5.0,0.0,0.488,0.512,0.6369,0.013427735,0.43202853,0.5545437
2309,Great product,Battery life is great. Overall the product is nice,5.0,0.0,0.504,0.496,0.7845,0.001893753,0.012281424,0.9858248
2310,Kindly reimburse Rs. 7500/-,"Less discount, HDFC Card holder got Rs. 7500/- more discount",1.0,0.0,1.0,0.0,0.0,0.033826496,0.62413555,0.34203795
2311,Trustworthy website for best deals,Genuine product .. happy with the delivery as well . Trustworthy seller .,5.0,0.0,0.46,0.54,0.8555,0.0016908245,0.037789293,0.96051985
2312,good but littel bit heavy,good but little bit heavy,5.0,0.0,0.672,0.328,0.2382,0.036808025,0.43995315,0.52323884
2313,Don’t buy it’s misbehaving within a month,It’s misbehaving,1.0,0.73,0.27,0.0,-0.4019,0.8542837,0.13221046,0.013505822
2314,It's giid,I am not finger Sprint,5.0,0.0,1.0,0.0,0.0,0.37553686,0.5788281,0.04563508
2315,Tippadii,This is really a awesome phone in mid range .. please buy it and ruined your life,5.0,0.136,0.57,0.294,0.5563,0.020113999,0.046345606,0.93354034
2316,Charger problem,I was supposed to get a fast charging adapter but they sent the old model adapter,1.0,0.0,1.0,0.0,0.0,0.47759968,0.47775996,0.04464031
2317,Good price.Camera needs to be improved,It doesn't have a supreme iPhone look but at a good price,4.0,0.142,0.579,0.279,0.4382,0.0753387,0.29862314,0.62603813
2318,Good phone,Looks are xcellent,4.0,0.0,1.0,0.0,0.0,0.0032900684,0.04289585,0.9538141
2319,Fast delivery,Just started using it ... feels good so far ... delivery was fast,4.0,0.0,0.805,0.195,0.4404,0.00134783,0.010304215,0.98834795
2320,Best ever bought iPhone,Best iPhone ever,5.0,0.0,0.323,0.677,0.6369,0.0024161034,0.021195296,0.97638863
2321,iPhone,It’s iPhone,5.0,0.0,1.0,0.0,0.0,0.01925795,0.5047446,0.47599745
2322,100% Genuine product.,100% genuine product. Super fast delivery.,5.0,0.0,0.562,0.438,0.5994,0.002537762,0.054880287,0.94258195
2323,"Battery is amazing, face recognition is very fast",It’s little over weight comparatively 6S,5.0,0.0,1.0,0.0,0.0,0.09291393,0.81841654,0.088669494
2324,Fabulous device,"It’s a really good phone, must go for it. But I got the 128GB variant in discount for 46k",5.0,0.0,0.884,0.116,0.2724,0.0016090453,0.020593243,0.97779775
2325,Very nice product,"Nice product, No fingerprint reader for this mobile,",5.0,0.2,0.545,0.255,0.1531,0.016623223,0.14329103,0.84008574
2326,Lighting cable missing,"Was not provided with lighting cable , it comes as an inbox accessory with the iPhone XR.",3.0,0.0,1.0,0.0,0.0,0.05878597,0.7722448,0.16896926
2327,The champion,"It has very cool new features and it is very easy to use and it is best for gaming ,etc..",4.0,0.0,0.63,0.37,0.8746,0.0014191299,0.012843092,0.9857378
2328,Charger should be change,Battery still must be improved and 12 w charger must be included in box for fast charging,4.0,0.0,0.829,0.171,0.4767,0.043560863,0.6862313,0.27020788
2329,Fully contented with the purchase.,Received this with good packaging. iphone is working efficient. No complaint the product.,5.0,0.23,0.471,0.298,0.3182,0.004249187,0.048516843,0.9472339
2330,Go for it,Best battery iphone till date,5.0,0.0,0.488,0.512,0.6369,0.00211692,0.04425858,0.9536244
2331,Apple VS no other brand,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
2332,Simply Awesome,Amazing cell ph... battery and the camera is great as well...Thank you Amazon,5.0,0.0,0.51,0.49,0.8625,0.002122109,0.008116042,0.9897619
2333,Excellent,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2334,This product are ultimate..!!,Nice phone in this price..!!,5.0,0.0,0.542,0.458,0.5242,0.0040719802,0.049503624,0.94642437
2335,"Best phone, amazing experience 😍",Thanks amazon for wonderful product at best price,5.0,0.0,0.242,0.758,0.91,0.0018446514,0.011296152,0.9868592
2336,Wonderful phone,Thank you for the excellent service and the phone,5.0,0.0,0.53,0.47,0.7351,0.0021387448,0.00979981,0.9880614
2337,Very good,Good,5.0,0.0,0.0,1.0,0.4404,0.060793422,0.32942787,0.60977864
2338,Awesome,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
2339,Awesome Product,Incredible Battery Life,5.0,0.0,1.0,0.0,0.0,0.011583441,0.27025113,0.71816546
2340,Excellent.....no words,Excellent phone....wow....,5.0,0.0,0.213,0.787,0.5719,0.0075453576,0.04605655,0.94639814
2341,Iphone,Best phone ever,5.0,0.0,0.323,0.677,0.6369,0.0022066026,0.016076578,0.9817168
2342,Best model,Value for money,5.0,0.0,0.455,0.545,0.34,0.17601086,0.66478866,0.1592004
2343,iPhone review,Overall it is great phone but you should think twice to go for an iPhone,5.0,0.0,0.846,0.154,0.3716,0.009162641,0.076482646,0.9143547
2344,Glad to have it,Awesome,5.0,0.0,0.0,1.0,0.6249,0.00833755,0.08382222,0.90784025
2345,Shishir,Good experience,5.0,0.0,0.256,0.744,0.4404,0.0057143685,0.082642674,0.911643
2346,Value for money,Got this at an offer price of 39k. The Phone justified the amount i spent for it,5.0,0.0,0.847,0.153,0.4019,0.026690219,0.5784414,0.3948684
2347,Excellent,Excellent,5.0,0.0,0.0,1.0,0.5719,0.16824616,0.48015878,0.35159513
2348,iPhone is iPhone,Everything is good as per promising,5.0,0.0,0.417,0.583,0.6808,0.0032259133,0.0467237,0.9500504
2349,6,Battery,4.0,0.0,1.0,0.0,0.0,0.26547155,0.52377844,0.21075001
2350,Great IPhone model .. correct pricing !,Great phone.... Correct pricing !!  good battery and fab camera .,5.0,0.0,0.398,0.602,0.8906,0.003957255,0.028658347,0.9673844
2351,Bad experience with Amazon service,Very good product but amazon service for prime member is very bad totally bad experience,5.0,0.407,0.431,0.162,-0.8494,0.84716666,0.12585999,0.026973316
2352,Good,Average,5.0,0.0,1.0,0.0,0.0,0.32926714,0.5256007,0.14513214
2353,Not gud,Not gud,1.0,0.0,1.0,0.0,0.0,0.54936427,0.39818692,0.05244884
2354,Best,Best,5.0,0.0,0.0,1.0,0.6369,0.059446976,0.42256632,0.5179867
2355,Super quality product,Everything is super awesome,5.0,0.0,0.2,0.8,0.8402,0.001659742,0.010059057,0.9882812
2356,Wonderful,U need a i phone user,5.0,0.0,1.0,0.0,0.0,0.078668125,0.8327853,0.088546574
2357,Superb phone,Face ID is superb. Overall a good phone.,5.0,0.0,0.417,0.583,0.7906,0.0025396247,0.02276788,0.97469246
2358,Battery Life,"Battery life long and fast , than other i phone products",5.0,0.0,1.0,0.0,0.0,0.0073132887,0.22658914,0.7660976
2359,Amazing Phone,The best phone in 40k segment. Battery life is also good.,5.0,0.0,0.559,0.441,0.7964,0.0015939089,0.020744743,0.9776613
2360,Value for money,Liked this phone & was available at good prices....in amazon festival season...,5.0,0.0,0.398,0.602,0.8625,0.0014239877,0.010744663,0.9878314
